symbol,V,DM4,DM2,DM1,VA2,DC2,D,VM3_VA5,DL5,VA1v,DA1,DL3,VA1d,VP1l_VP3,DP1m_DC4,VP4_VP1d_VP2,DL2d/v_DP1l_VC3l,VL1_VM1,DC1
nAChRalpha1,0.1578723119219431,0.1300015274473925,0.058050252858728474,0.20917971610558958,0.09506272798977891,0.06627939296665705,0.08770154871717774,0.193369967416022,0.07800413683649164,0.08504744881671002,0.09464796779134549,0.0,0.0,1.112819910295186,0.14813867445038137,0.4200837066481403,0.020560785232346154,0.03164504979050748,0.1019835747283155
mAChR-A,0.2841257019213637,1.4170711809174585,0.4422716859297358,0.7517892056000931,0.4236149069069847,0.40718244971390427,1.0224361698634514,0.7995799744607539,0.43688644845861896,1.2262707882831614,0.547833874517704,0.05503176412338128,1.6847567757827435,0.3994569302576326,0.8943264280617649,0.32019057148455016,1.2180640927841277,0.9100031694089697,0.7971690207394799
nAChRbeta1,0.0,0.0,0.0032457355771524756,0.05574921213680361,0.0,0.0,0.0,0.07134073746338422,0.0,0.0,0.010240148473196464,0.0,0.0,0.0,0.0,0.0,0.0,0.17605622553649716,0.05417000547706065
nAChRalpha2,0.0,0.007878788878870353,0.0,0.009611735143659119,0.0,0.0,0.0,0.0,0.0,0.025934499286312977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005418151382705859
Act5C,3.0687804691656546,3.850286447438477,3.083662316257806,2.785854529433455,2.9297117395134307,2.6998089459271304,2.941339377767065,3.911106715005372,3.2690702933333533,4.4370544088666914,3.9118342751107207,3.6239264296071263,6.229931670169279,4.933247584700421,2.6537467487943998,3.229809531716927,2.862259682565526,2.5584493096549643,4.414689369240417
Act42A,0.05129144198121384,0.6215544140791283,0.3829686093034606,0.317570985671804,0.28225609735417373,0.06902909598771188,0.0,0.6905858692687504,0.29287855572034077,0.477877707466775,0.8821966929824671,0.0,0.6130768558315125,0.5585404106996911,0.38975454578093055,0.16858138909907527,0.5759120473216064,0.0,0.421989829165868
Act57B,0.0,0.0,0.01766525315483209,0.009641422788240907,0.0,0.0652754894180221,0.22246339698174433,0.0,0.0,0.025503551279990974,0.025470100847273934,0.0,0.0,0.06034239345577873,0.0,0.0,0.016724965740585886,0.0,0.0343037045304831
Act79B,0.0,0.0,0.0,0.008364078307564464,0.0,0.0,0.0,0.0,0.0,0.05250619228705493,0.0,0.0,0.0,0.0,0.0,0.0903440526163347,0.040060391039223216,0.0,0.005418151382705859
Act87E,0.014325419952393498,0.029514930359424384,0.03916888559008717,0.018107318930222334,0.06162654292705311,0.0,0.0,0.013937477432819367,0.0,0.028717401765159408,0.06871249462834106,0.0,0.0,0.043592646582153304,0.008904566427437347,0.050717005866721045,0.022690568952305,0.0,0.1069502586459891
Act88F,0.12314919384292519,0.0,0.0,0.011050088336336984,0.039711223001801764,0.032586349039742134,0.0,0.0,0.05166073753755204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ade2,0.0815581517373936,0.1493113282533144,0.16452637611670923,0.1326257740373631,0.06812152977816012,0.0,0.03575061367669946,0.08897745078634436,0.0,0.05007479341934772,0.0,0.0,0.0,0.0,0.01960696843853559,0.0,0.0,0.0,0.15180764152053874
ade3,0.048500886691956936,0.037276906237326046,0.0,0.14073979462673508,0.08494420772023559,0.3608860565615647,0.14822318174863097,0.11498641481850716,0.0,0.12365674795410717,0.266159381214691,0.0,0.39968861799127187,0.15082036026779486,0.13480996089846048,0.0,0.121831202948997,0.0,0.029036164496056893
Adf1,0.37083419069320706,0.17571237511426518,0.6155088630815003,0.3191778113485721,0.3129903065415297,0.5183582475397757,0.6550112732325736,0.4509703317406281,0.12323381373075186,0.946437776640564,0.6436279724693817,0.0,0.47528902137052725,0.9143286352473736,0.2707243903924408,1.2542033862135296,0.5365939054100188,0.0,0.5859637695241431
Adh,0.0,0.0,0.08775176734395591,0.0,0.0,0.0,0.2418099020529437,0.0,0.0,0.04882125223181715,0.0,0.0,0.320817074091006,0.0,0.0,0.22828541820816775,0.0,0.0,0.0
Adhr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adp,0.10195299686961588,0.4777516082934074,0.4124968925000652,0.4933638448654842,0.36119229726205876,0.30143687793078255,0.09603890130827789,0.05754719757395341,0.3688840427527242,0.3051443670548427,0.30528433344841305,0.0,0.08658086979942356,0.0,0.09461991778195879,0.5442627074038325,0.0997017198097685,0.0,0.08552468721758241
al,0.0,0.0382376753623056,0.008421243666863806,0.00781229744793666,0.0,0.0,0.13420900431089688,0.041440028987698864,0.0,0.0,0.0,0.6907282008921898,0.0,0.0981364683434273,0.0,0.03275654054189397,0.0,0.0,0.01959987961376845
Mps1,0.0,0.13500366895076127,0.0,0.0,0.0,0.0,0.0,0.3337307993780908,0.0,0.0,0.05609341834697629,0.0,0.812545221253495,0.0,0.0482851175653738,0.0,0.038253706297075606,0.08107912168767499,0.008827676145126211
Ald,6.629174433130118,5.168903023094152,4.051276825265386,4.468964086955118,4.291793679248919,3.9756682356609128,5.322031095376364,4.962253658211957,5.057769555377911,5.69956096704976,7.237605934286262,2.6948376015789672,4.516062214033642,5.802926498448219,5.348795700550631,5.674598528449455,6.062277822214291,2.6395765343202,5.825569750762538
