"neurotransmitter transport	0.0023493009720525516	FBgn0004242",FBgn0005586,FBgn0013342,FBgn0025726,FBgn0027660,FBgn0029687,FBgn0030613,FBgn0030897,FBgn0033876,FBgn0038641,FBgn0041605,FBgn0053547,FBgn0053653,FBgn0262476,FBgn0263111,FBgn0263397,"FBgn0266599	GO:0006836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"synapse organization	0.006223147518664205	FBgn0001145",FBgn0003301,FBgn0003360,FBgn0003371,FBgn0003429,FBgn0005586,FBgn0025726,FBgn0029687,FBgn0030897,FBgn0035437,FBgn0038282,FBgn0038975,FBgn0038980,FBgn0039883,FBgn0041605,FBgn0086677,FBgn0259108,FBgn0259174,FBgn0259481,FBgn0261788,FBgn0261871,FBgn0262483,FBgn0263111,FBgn0264006,"FBgn0267002	GO:0050808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"regulation of localization	0.00011752738985710548	FBgn0000253",FBgn0000273,FBgn0000535,FBgn0003091,FBgn0003371,FBgn0003710,FBgn0004242,FBgn0005586,FBgn0011661,FBgn0027492,FBgn0027556,FBgn0030897,FBgn0031030,FBgn0031294,FBgn0032006,FBgn0033872,FBgn0035505,FBgn0037324,FBgn0037989,FBgn0038237,FBgn0038975,FBgn0040696,FBgn0041605,FBgn0041707,FBgn0052179,FBgn0053653,FBgn0086372,FBgn0243512,FBgn0259174,FBgn0260499,FBgn0262738,FBgn0263111,FBgn0263220,FBgn0263397,FBgn0264006,FBgn0264087,FBgn0264598,"FBgn0267002	GO:0032879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"positive regulation of cellular process	0.03452944681202774	FBgn0000253",FBgn0000273,FBgn0000535,FBgn0000711,FBgn0001078,FBgn0003091,FBgn0003134,FBgn0003360,FBgn0003371,FBgn0003392,FBgn0004242,FBgn0004580,FBgn0004907,FBgn0011206,FBgn0011274,FBgn0011656,FBgn0011661,FBgn0011760,FBgn0013576,FBgn0015024,FBgn0015754,FBgn0016694,FBgn0017581,FBgn0019624,FBgn0021872,FBgn0023388,FBgn0024944,FBgn0026206,FBgn0027492,FBgn0028397,FBgn0030613,FBgn0031030,FBgn0032006,FBgn0032840,FBgn0033872,FBgn0034606,FBgn0034894,FBgn0035142,FBgn0035246,FBgn0035437,FBgn0035538,FBgn0036318,FBgn0038504,FBgn0038975,FBgn0039054,FBgn0041707,FBgn0042696,FBgn0051660,FBgn0052179,FBgn0053653,FBgn0085432,FBgn0085447,FBgn0086372,FBgn0086677,FBgn0086708,FBgn0243512,FBgn0259174,FBgn0259243,FBgn0260499,FBgn0261552,FBgn0261788,FBgn0262559,FBgn0262738,FBgn0263111,FBgn0263220,FBgn0264006,FBgn0264307,FBgn0264357,FBgn0264598,FBgn0266599,FBgn0267002,"FBgn0284248	GO:0048522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"regulation of molecular function	0.03496279642474349	FBgn0000253",FBgn0000535,FBgn0003371,FBgn0004907,FBgn0011211,FBgn0011760,FBgn0015754,FBgn0023388,FBgn0024944,FBgn0028743,FBgn0030613,FBgn0031030,FBgn0031116,FBgn0032006,FBgn0033872,FBgn0034606,FBgn0034877,FBgn0039883,FBgn0041210,FBgn0041707,FBgn0085447,FBgn0243512,FBgn0259174,FBgn0260499,FBgn0261928,FBgn0262559,FBgn0263220,FBgn0264006,FBgn0264087,FBgn0264357,"FBgn0284248	GO:0065009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"positive regulation of biological process	0.003235131588886861	FBgn0000253",FBgn0000273,FBgn0000535,FBgn0000711,FBgn0001078,FBgn0003091,FBgn0003134,FBgn0003360,FBgn0003371,FBgn0003380,FBgn0003392,FBgn0004242,FBgn0004580,FBgn0004907,FBgn0011206,FBgn0011274,FBgn0011656,FBgn0011661,FBgn0011760,FBgn0013576,FBgn0014184,FBgn0015024,FBgn0015754,FBgn0016694,FBgn0017581,FBgn0019624,FBgn0021872,FBgn0023388,FBgn0024944,FBgn0026206,FBgn0027492,FBgn0028397,FBgn0030613,FBgn0031030,FBgn0031384,FBgn0032006,FBgn0032840,FBgn0033872,FBgn0034606,FBgn0034894,FBgn0035142,FBgn0035246,FBgn0035437,FBgn0035538,FBgn0036318,FBgn0038504,FBgn0038975,FBgn0039054,FBgn0039419,FBgn0041210,FBgn0041707,FBgn0042696,FBgn0051660,FBgn0052179,FBgn0053653,FBgn0085432,FBgn0085447,FBgn0086372,FBgn0086677,FBgn0086687,FBgn0086708,FBgn0243512,FBgn0259174,FBgn0259243,FBgn0260499,FBgn0261552,FBgn0261788,FBgn0262559,FBgn0262593,FBgn0262738,FBgn0263111,FBgn0263220,FBgn0263397,FBgn0264006,FBgn0264307,FBgn0264357,FBgn0264598,FBgn0266599,FBgn0267002,"FBgn0284248	GO:0048518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"purine-containing compound biosynthetic process	0.002437406466865817	FBgn0003301",FBgn0003360,FBgn0004852,FBgn0010217,FBgn0010612,FBgn0011211,FBgn0012034,FBgn0013672,FBgn0013673,FBgn0016119,FBgn0019644,FBgn0037995,FBgn0039830,"FBgn0052626	GO:0072522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"response to ethanol	0.027771740156048188	FBgn0000253",FBgn0000273,FBgn0003093,FBgn0003301,FBgn0012034,FBgn0022382,FBgn0031030,FBgn0035538,FBgn0037324,FBgn0038282,"FBgn0259243	GO:0045471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"second-messenger-mediated signaling	0.0167971338516552	FBgn0000253",FBgn0000273,FBgn0001991,FBgn0003301,FBgn0003371,FBgn0004852,FBgn0022382,FBgn0035538,FBgn0038980,FBgn0039419,FBgn0052451,FBgn0259243,FBgn0262738,"FBgn0263111	GO:0019932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chemical synaptic transmission	1.5763854903876384e-13	FBgn0000024",FBgn0000273,FBgn0000303,FBgn0003301,FBgn0003360,FBgn0003380,FBgn0003392,FBgn0003429,FBgn0004242,FBgn0004244,FBgn0004580,FBgn0005586,FBgn0013334,FBgn0013342,FBgn0024944,FBgn0025726,FBgn0029687,FBgn0030613,FBgn0030897,FBgn0033558,FBgn0033872,FBgn0033876,FBgn0034072,FBgn0038975,FBgn0041605,FBgn0053547,FBgn0053653,FBgn0086372,FBgn0086677,FBgn0259243,FBgn0260499,FBgn0261788,FBgn0262483,FBgn0262593,FBgn0263111,FBgn0263397,FBgn0264006,FBgn0264087,FBgn0264908,"FBgn0266599	GO:0007268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
