symbol,DA1,VA2,DM1,DL3,DA4l,VM4,DM3,DM4,VL2a,DP1l,V,VA1v,VA1d,VC3,VL1,DL4,DL5,DC3,VM3,DM2
7SLRNA:CR32864,0.03809379116778583,0.035625260398338104,0.10549916893962293,0.0,0.0,0.0334289324293354,0.06955483452845616,0.06615426396192492,0.0,0.0,0.10414769890649153,0.11926312491278022,0.3326096601813488,0.1349107309782827,0.0,0.0,0.0,0.15493405166239752,0.0,0.3299212540800945
a,0.0,0.0,0.4361941876935619,0.0,0.0,0.0,0.03234632913996021,0.0,0.3216864084441652,0.432100507660724,0.0,0.0,0.0,0.0,0.0,0.24001972556302534,0.0,0.2813111070282291,0.48976727632768297,0.20750713482006064
abd-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abd-B,0.11888440100405763,0.16290807435306226,0.0,0.266806530625499,0.0,0.282588757869695,0.0,0.0,0.5120603729620059,0.4802425345763926,0.2316009610644767,0.3894227563592061,0.0,0.17758914772906179,0.28646674087106777,0.28003124272975827,0.0,0.3018593417922808,0.0,0.30823831810844804
Abl,6.836071560403393,3.7821891461781374,5.0055296984995925,4.609269293709123,4.7863253661080885,5.2051134838786695,3.2877223871726478,5.917767517667401,5.4084387265245635,3.760662063443294,3.770408212434049,4.242640410919413,5.86870138167853,1.4920448829069677,3.844844698353449,3.6095841052707,6.228813074379073,4.496131818571386,6.2720026445160615,3.0283973860698383
abo,0.0,0.30639162476925047,0.3468272028370237,0.0,0.253234063636799,0.6230031979242182,0.5812835610578442,0.5957845967229646,0.0,0.0,0.7514516446651154,0.0,0.0,0.40233330765986536,0.0,0.4839390622606425,0.0,0.0,0.0,0.0
ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace,2.5819540494787154,2.683749634900779,3.0783957104791915,2.2206041311914917,3.4675834168968582,1.363779996178541,0.08199290619540012,2.0116175616904712,1.750743781005919,4.698712632134801,2.554778211390203,3.853750139518081,2.8276097733675063,0.9100641872170058,3.4243061832282375,1.5225187828219617,4.175347974657899,1.97978807652743,2.351262157269473,1.3986819652766946
acj6,5.9505042447676715,8.6178181207426,7.504100111689371,5.217205270361193,7.26824302429632,7.087593647353992,7.9794356565447275,7.152607431915791,8.023739425553766,8.066268929901863,6.772761423283287,6.1734506261738895,4.640347869783606,6.262626389337001,7.57535608211752,7.213392307857007,8.220789645592387,6.949408741171531,7.5855957995295435,7.965845547557901
Acph-1,0.41268774499661187,0.4916110196208485,0.5132277871603662,0.0,0.35451439577569477,0.33158995980976247,0.5739447265697615,0.3271692062015563,0.4391670113893499,0.8736876469672494,0.8862590793303916,0.3522907606398242,0.1047289741457063,0.4916709899665666,0.0,0.23220904882860344,1.563084674992714,0.47752024994105186,0.0,0.29867141512388806
nAChRalpha1,0.0,0.0,0.0,0.0,0.0,0.1048375153816673,0.0,0.0,0.0,0.0,0.0,0.028995400023789746,0.03674160123312005,0.0,0.0,0.3356765168212695,0.5685380315875562,0.13932960003998443,0.0,0.0
mAChR-A,0.505425116474693,0.8040967318037628,1.9141040834768235,1.2146599938367593,1.614869621160141,1.742767053072778,0.9573965223294637,0.021456271129832026,0.7095950271319021,1.2362445480926259,0.18082244561683067,0.6200649207030465,1.07439368780163,1.0105949611276648,1.1758599828338319,1.549200359875492,0.08661879859643772,0.8319756935696961,0.3318319691885127,0.7637825185978045
